crosswalk_id,district,address,crosswalk_type,latitude,longitude,has_pedestrian_light,has_audio_signal,has_push_button,is_raised_crosswalk,has_traffic_safety_detail,accessibility_score,route_recommendation_tier,support_evidence,nearest_audio_signal_id,nearest_audio_signal_distance_m,nearest_push_button_id,nearest_push_button_distance_m,data_reference_date,coordinate_note
06-0000041458,동작구,동작구 흑석동 27-91도,이단(화살표있음),37.50617864,126.9688329,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000011656,7.8,,,2026-03-20,source_columns_swapped_and_normalized
06-0000041460,동작구,동작구 노량진동 67-3도,이단(화살표있음),37.51364188,126.9426439,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000013815,7.9,,,2026-03-20,source_columns_swapped_and_normalized
06-0000042048,동작구,동작구 노량진동 239-2 도,이단(화살표있음),37.51149569,126.9402079,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000014203,10.3,,,2026-03-20,source_columns_swapped_and_normalized
06-0000043750,동작구,동작구 사당동 산25-33도,이단(화살표있음),37.48470748,126.9709398,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000011932,5.8,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044515,동작구,동작구 노량진동 27-1도,이단(화살표있음),37.51326996,126.9364016,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000014282,7.0,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044678,동작구,동작구 노량진동 40-12 도,이단(화살표있음),37.51348746,126.9386249,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000009435,4.6,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044679,동작구,동작구 노량진동 40-12 도,이단(화살표있음),37.51331022,126.9386489,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000005857,2.0,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044853,동작구,동작구 사당동 1129도,이단(화살표있음),37.4759372,126.9731987,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000012317,16.2,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045215,동작구,동작구 사당동 235-55도,일단(화살표없음),37.48194278,126.9666014,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000045997,동작구,동작구 상도동 439 도,이단(화살표있음),37.50102635,126.9536894,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000011411,9.4,,,2026-03-20,source_columns_swapped_and_normalized
06-0000046041,동작구,동작구 사당동 1112도,이단(화살표있음),37.48283052,126.9818631,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000005784,4.2,,,2026-03-20,source_columns_swapped_and_normalized
06-0000046042,동작구,동작구 사당동 1112도,이단(화살표있음),37.48020456,126.9817182,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000011257,6.5,,,2026-03-20,source_columns_swapped_and_normalized
06-0000046448,동작구,동작구 상도동 26-75 도,이단(화살표있음),37.50489726,126.9463665,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000014301,30.0,,,2026-03-20,source_columns_swapped_and_normalized
06-0000046449,동작구,동작구 흑석동 86-191 도,이단(화살표없음),37.50352064,126.9609144,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000047460,동작구,동작구 흑석동 341-11 도,이단(화살표있음),37.50887499,126.9615809,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000047470,동작구,동작구 흑석동 114-3 종,일단(화살표없음),37.50956528,126.9632632,N,Y,N,Y,Y,5,recommended,"음향신호기, 고원식횡단보도, 교통안전시설 상세",24-0000014290,4.7,,,2026-03-20,source_columns_swapped_and_normalized
06-0000048034,동작구,동작구 흑석동 130-3도,이단(화살표있음),37.50889412,126.961783,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000048035,동작구,동작구 흑석동 341-11 도,일단(화살표있음),37.5095709,126.9601485,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000048036,동작구,동작구 흑석동 341-11 도,일단(화살표없음),37.5095506,126.9599522,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000048037,동작구,동작구 흑석동 341-11 도,이단(화살표있음),37.50969862,126.9600994,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000048038,동작구,동작구 흑석동 341-11 도,일단(화살표없음),37.50966038,126.9599258,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000048048,동작구,동작구 흑석동 340-10 도,일단(화살표있음),37.50402157,126.9607787,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000048049,동작구,동작구 흑석동 340-0 대,일단(화살표없음),37.50395555,126.9606827,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000048080,동작구,동작구 노량진동 60-11도,이단(화살표있음),37.51350127,126.9403334,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000009436,9.1,,,2026-03-20,source_columns_swapped_and_normalized
06-0000048118,동작구,동작구 사당동 173-9대,일단(화살표없음),37.48950173,126.9716707,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000048862,동작구,동작구 사당동 254-1도,이단(화살표있음),37.48323105,126.974287,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049113,동작구,동작구 상도동 34-3 도,이단(화살표있음),37.50469323,126.9463674,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049139,동작구,동작구 노량진동 230-44도,이단(화살표있음),37.50674532,126.9398281,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000014889,9.3,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049198,동작구,동작구 신대방동 344-201도,일단(화살표없음),37.49701754,126.927726,N,Y,N,Y,Y,5,recommended,"음향신호기, 고원식횡단보도, 교통안전시설 상세",24-0000014308,22.7,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049199,동작구,동작구 사당동 221도,이단(화살표없음),37.48512326,126.9699259,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000002177,20.4,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049350,동작구,동작구 대방동 466-43도,이단(화살표있음),37.50419464,126.9220543,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",24-0000003874,11.2,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049508,동작구,동작구 흑석동 257-7대,이단(화살표있음),37.49961197,126.9604376,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049509,동작구,동작구 흑석동 239-88대,일단(화살표없음),37.49919469,126.9598842,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049510,동작구,동작구 흑석동 258-3대,이단(화살표있음),37.49922109,126.9600567,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049511,동작구,동작구 흑석동 330-9 도,일단(화살표없음),37.49908246,126.9599754,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049512,동작구,동작구 흑석동 257-7대,일단(화살표없음),37.49951996,126.9604971,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000050747,동작구,동작구 상도동 521-3 도,이단(화살표있음),37.50056826,126.9449103,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000050749,동작구,동작구 상도동 904-1 도,이단(화살표있음),37.50070398,126.9452901,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000050753,동작구,동작구 상도동 159-19도,이단(화살표있음),37.50176832,126.9458025,Y,Y,N,N,Y,5,recommended,"보행등, 음향신호기, 교통안전시설 상세",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000052009,동작구,동작구 상도동 904-1 도,일단(화살표없음),37.50137585,126.9457204,N,Y,Y,N,N,5,recommended,"음향신호기, 보행자작동신호기",24-0000003448,12.9,29-0000000314,13.4,2026-03-20,source_columns_swapped_and_normalized
06-0000052010,동작구,동작구 상도동 521-3 도,이단(화살표있음),37.50079158,126.9450786,Y,Y,N,Y,N,5,recommended,"보행등, 음향신호기, 고원식횡단보도",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000052011,동작구,동작구 상도동 904-1 도,이단(화살표있음),37.50053323,126.9451033,Y,Y,N,Y,N,5,recommended,"보행등, 음향신호기, 고원식횡단보도",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000003112,동작구,동작구 사당동 1112도,이단(화살표없음),37.48000102,126.9816039,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000011257,29.3,,,2026-03-20,source_columns_swapped_and_normalized
06-0000003515,동작구,동작구 사당동 144-4도,이단(화살표있음),37.48495925,126.9818581,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000005790,24.1,,,2026-03-20,source_columns_swapped_and_normalized
06-0000003520,동작구,동작구 사당동 1112도,이단(화살표없음),37.48294588,126.9817657,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000005786,3.3,,,2026-03-20,source_columns_swapped_and_normalized
06-0000003521,동작구,동작구 사당동 1112도,이단(화살표없음),37.4831756,126.9817811,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000005786,28.8,,,2026-03-20,source_columns_swapped_and_normalized
06-0000003775,동작구,동작구 사당동 1112도,이단(화살표없음),37.48270541,126.9817589,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000005784,18.2,,,2026-03-20,source_columns_swapped_and_normalized
06-0000003779,동작구,동작구 사당동 1112도,일단(화살표없음),37.4805389,126.9816272,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000005773,22.3,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004066,동작구,동작구 사당동 38-12도,일단(화살표없음),37.49125056,126.9824111,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000005804,16.2,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004395,동작구,동작구 신대방동 700-4도,이단(화살표있음),37.48712787,126.9111683,Y,N,Y,N,Y,4,recommended,"보행등, 보행자작동신호기, 교통안전시설 상세",,,29-0000000321,2.8,2026-03-20,source_columns_swapped_and_normalized
06-0000004396,동작구,동작구 신대방동 700-4도,이단(화살표있음),37.4875394,126.9125004,Y,N,Y,N,Y,4,recommended,"보행등, 보행자작동신호기, 교통안전시설 상세",,,29-0000000107,2.7,2026-03-20,source_columns_swapped_and_normalized
06-0000004397,동작구,동작구 신대방동 643-1 천,이단(화살표있음),37.48751695,126.9127324,Y,N,Y,N,Y,4,recommended,"보행등, 보행자작동신호기, 교통안전시설 상세",,,29-0000000108,7.4,2026-03-20,source_columns_swapped_and_normalized
06-0000004864,동작구,동작구 신대방동 699도,일단(화살표없음),37.48900636,126.9068257,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000002436,13.6,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004874,동작구,동작구 노량진동 40-12 도,일단(화살표없음),37.51324545,126.9384179,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000005857,19.6,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004892,동작구,동작구 노량진동 114-12도,일단(화살표없음),37.51348056,126.9443794,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000009446,19.4,,,2026-03-20,source_columns_swapped_and_normalized
06-0000004912,동작구,동작구 노량진동 113-1도,일단(화살표없음),37.5135685,126.9436876,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000009444,30.0,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005074,동작구,동작구 노량진동 27-5도,일단(화살표없음),37.51314393,126.9366425,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014282,26.1,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005599,동작구,동작구 상도1동 794-1도,일단(화살표없음),37.50127744,126.9489892,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014298,14.6,,,2026-03-20,source_columns_swapped_and_normalized
06-0000005601,동작구,동작구 상도1동 390-2도,일단(화살표없음),37.50146152,126.9493261,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014299,4.1,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006094,동작구,동작구 대방동 466-60도,일단(화살표없음),37.49966336,126.9252972,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000011924,19.3,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006108,동작구,동작구 대방동 466-1도,이단(화살표없음),37.51240798,126.9256405,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000000079,17.1,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006118,동작구,동작구 대방동 466-55도,이단(화살표있음),37.51098715,126.9265754,N,N,Y,Y,Y,4,recommended,"보행자작동신호기, 고원식횡단보도, 교통안전시설 상세",,,29-0000000349,7.8,2026-03-20,source_columns_swapped_and_normalized
06-0000006144,동작구,동작구 상도동 187-2도,일단(화살표없음),37.50230559,126.9347581,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000002390,16.6,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006159,동작구,동작구 상도동 22-206 도,일단(화살표없음),37.50491894,126.9461691,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014301,12.8,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006162,동작구,동작구 상도1동 691-1도,일단(화살표없음),37.50356765,126.9475464,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000002396,17.7,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006424,동작구,동작구 대방동 466-41도,일단(화살표없음),37.50626457,126.9230155,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000002482,27.1,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006505,동작구,동작구 상도동 26-20도,일단(화살표없음),37.50515077,126.9391941,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014303,27.8,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006507,동작구,동작구 상도동 26-20도,일단(화살표없음),37.50442194,126.9381614,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000003442,27.7,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006509,동작구,동작구 상도동 26-20도,이단(화살표있음),37.50455448,126.9389424,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000011415,23.5,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006514,동작구,동작구 상도동 26-20도,일단(화살표없음),37.50525747,126.9397209,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000011412,6.0,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006528,동작구,동작구 흑석동 34-1 도,일단(화살표없음),37.50612123,126.9686014,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000011656,16.2,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006564,동작구,동작구 상도동 187-2도,일단(화살표없음),37.50311274,126.9364187,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000006962,17.1,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006567,동작구,동작구 상도동 26-20도,일단(화살표없음),37.50392069,126.9377016,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000003443,24.6,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006689,동작구,동작구 상도동 26-20도,일단(화살표없음),37.50505975,126.9417672,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000011419,16.7,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006728,동작구,동작구 상도1동 528-1도,이단(화살표있음),37.50483842,126.9521045,Y,N,Y,N,Y,4,recommended,"보행등, 보행자작동신호기, 교통안전시설 상세",,,29-0000000337,3.3,2026-03-20,source_columns_swapped_and_normalized
06-0000006883,동작구,동작구 노량진동 49-1도,일단(화살표없음),37.51179197,126.9400954,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014203,27.5,,,2026-03-20,source_columns_swapped_and_normalized
06-0000006886,동작구,동작구 흑석동 10-5도,일단(화살표없음),37.50705762,126.9668835,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014285,22.6,,,2026-03-20,source_columns_swapped_and_normalized
06-0000016830,동작구,동작구 사당동 708-345 도,일단(화살표없음),37.48426883,126.9795775,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014284,25.2,,,2026-03-20,source_columns_swapped_and_normalized
06-0000018865,동작구,동작구 상도동 184-2도,이단(화살표있음),37.50274959,126.9399165,Y,N,Y,N,Y,4,recommended,"보행등, 보행자작동신호기, 교통안전시설 상세",,,29-0000001158,8.9,2026-03-20,source_columns_swapped_and_normalized
06-0000019134,동작구,동작구 신대방동 425-20도,일단(화살표없음),37.49272528,126.9254264,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000004996,28.6,,,2026-03-20,source_columns_swapped_and_normalized
06-0000019358,동작구,동작구 상도동 산49-120도,일단(화살표없음),37.49458515,126.9607968,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014296,22.3,,,2026-03-20,source_columns_swapped_and_normalized
06-0000022422,동작구,동작구 상도동 211-456도,일단(화살표없음),37.49939965,126.9444956,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000002164,18.2,,,2026-03-20,source_columns_swapped_and_normalized
06-0000023160,동작구,동작구 상도동 210-6 도,일단(화살표없음),37.49744052,126.9433363,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000011391,8.6,,,2026-03-20,source_columns_swapped_and_normalized
06-0000023387,동작구,동작구 상도동 210-6 도,일단(화살표없음),37.49756861,126.9431886,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000011390,10.9,,,2026-03-20,source_columns_swapped_and_normalized
06-0000023605,동작구,동작구 흑석동 233-5 도,이단(화살표있음),37.50612815,126.961053,N,N,Y,Y,Y,4,recommended,"보행자작동신호기, 고원식횡단보도, 교통안전시설 상세",,,29-0000001444,22.4,2026-03-20,source_columns_swapped_and_normalized
06-0000024189,동작구,동작구 흑석동 86-181 도,이단(화살표있음),37.50624351,126.9612044,Y,N,Y,N,Y,4,recommended,"보행등, 보행자작동신호기, 교통안전시설 상세",,,29-0000001444,5.2,2026-03-20,source_columns_swapped_and_normalized
06-0000025905,동작구,동작구 노량진동 231-185 도,일단(화살표없음),37.50989682,126.9403064,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000002397,25.5,,,2026-03-20,source_columns_swapped_and_normalized
06-0000026621,동작구,동작구 신대방동 500-8도,일단(화살표없음),37.49686124,126.9167892,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000003988,28.4,,,2026-03-20,source_columns_swapped_and_normalized
06-0000028165,동작구,동작구 사당동 105-21도,일단(화살표없음),37.48779146,126.9754169,Y,N,Y,N,Y,4,recommended,"보행등, 보행자작동신호기, 교통안전시설 상세",,,29-0000001160,8.1,2026-03-20,source_columns_swapped_and_normalized
06-0000029922,동작구,동작구 사당동 318-10 답,일단(화살표없음),37.48312064,126.9745796,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000009476,13.4,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031406,동작구,동작구 사당동 144-4도,이단(화살표없음),37.48543741,126.9818661,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000012767,7.8,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031617,동작구,동작구 노량진동 60-11도,이단(화살표없음),37.51329254,126.9400403,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000011539,12.2,,,2026-03-20,source_columns_swapped_and_normalized
06-0000031618,동작구,동작구 노량진동 63-12도,일단(화살표없음),37.51333078,126.9403705,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000009436,10.3,,,2026-03-20,source_columns_swapped_and_normalized
06-0000032119,동작구,동작구 대방동 466-33도,일단(화살표없음),37.50956251,126.9243407,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000002393,14.8,,,2026-03-20,source_columns_swapped_and_normalized
06-0000036075,동작구,동작구 사당동 708-651도,일단(화살표없음),37.48683362,126.9678921,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000000668,20.1,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037531,동작구,동작구 상도동 121-101 도,일단(화살표없음),37.49247245,126.9563283,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000004160,12.0,,,2026-03-20,source_columns_swapped_and_normalized
06-0000037868,동작구,동작구 사당동 708-529도,일단(화살표없음),37.48312922,126.9744054,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000009476,27.1,,,2026-03-20,source_columns_swapped_and_normalized
06-0000038793,동작구,동작구 상도동 533-0 대,이단(화살표없음),37.49734829,126.9499134,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014887,18.7,,,2026-03-20,source_columns_swapped_and_normalized
06-0000039014,동작구,동작구 사당동 1043-16도,이단(화살표있음),37.47693462,126.9812097,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000008720,21.0,,,2026-03-20,source_columns_swapped_and_normalized
06-0000039320,동작구,동작구 흑석동 253-79임,이단(화살표있음),37.50176488,126.960191,Y,N,Y,N,Y,4,recommended,"보행등, 보행자작동신호기, 교통안전시설 상세",,,29-0000001400,6.1,2026-03-20,source_columns_swapped_and_normalized
06-0000040024,동작구,동작구 사당동 산32-61임,이단(화살표있음),37.48407275,126.9671849,Y,N,Y,N,Y,4,recommended,"보행등, 보행자작동신호기, 교통안전시설 상세",,,29-0000001469,20.2,2026-03-20,source_columns_swapped_and_normalized
06-0000040199,동작구,동작구 대방동 466-59도,일단(화살표없음),37.49972288,126.922521,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000007122,17.5,,,2026-03-20,source_columns_swapped_and_normalized
06-0000040998,동작구,동작구 상도1동 257-1도,일단(화살표없음),37.49862436,126.9513045,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014297,15.5,,,2026-03-20,source_columns_swapped_and_normalized
06-0000041073,동작구,동작구 사당동 708-530도,일단(화살표없음),37.48468358,126.970685,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000011932,27.1,,,2026-03-20,source_columns_swapped_and_normalized
06-0000044967,동작구,동작구 흑석동 79-289도,일단(화살표없음),37.50181693,126.9603094,N,N,Y,Y,Y,4,recommended,"보행자작동신호기, 고원식횡단보도, 교통안전시설 상세",,,29-0000001400,6.0,2026-03-20,source_columns_swapped_and_normalized
06-0000045318,동작구,동작구 동작동 97-7도,일단(화살표없음),37.49722083,126.9830355,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000005820,12.4,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049240,동작구,동작구 신대방동 345-6도,일단(화살표없음),37.4967953,126.9279296,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000014309,10.3,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049373,동작구,동작구 대방동 335-33도,일단(화살표없음),37.49958474,126.9287516,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000002402,16.9,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049392,동작구,동작구 상도1동 676-3도,일단(화살표없음),37.50349404,126.9480837,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000011955,29.9,,,2026-03-20,source_columns_swapped_and_normalized
06-0000049688,동작구,동작구 신대방동 699-4도,일단(화살표없음),37.48639224,126.9046911,N,Y,N,N,Y,4,recommended,"음향신호기, 교통안전시설 상세",24-0000003742,27.7,,,2026-03-20,source_columns_swapped_and_normalized
06-0000051203,동작구,동작구 대방동 408-2천,일단(화살표없음),37.49873569,126.925125,Y,Y,N,N,N,4,recommended,"보행등, 음향신호기",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000052850,동작구,동작구 대방동 466-55도,일단(화살표없음),37.51110699,126.9280778,Y,Y,N,N,N,4,recommended,"보행등, 음향신호기",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000052853,동작구,동작구 노량진동 215-179도,일단(화살표없음),37.50955619,126.9455987,Y,Y,N,N,N,4,recommended,"보행등, 음향신호기",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000053619,동작구,동작구 대방동 466-60도,일단(화살표없음),37.49988739,126.9240752,Y,Y,N,N,N,4,recommended,"보행등, 음향신호기",24-0000002471,6.3,,,2026-03-20,source_columns_swapped_and_normalized
06-0000055555,동작구,동작구 상도동 181-62 도,이단(화살표있음),37.50346382,126.9395706,Y,Y,N,N,N,4,recommended,"보행등, 음향신호기",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000055557,동작구,동작구 상도동 181-15 대,일단(화살표없음),37.50363401,126.9396286,Y,Y,N,N,N,4,recommended,"보행등, 음향신호기",,,,,2026-03-20,source_columns_swapped_and_normalized
06-0000055925,동작구,동작구 상도동 373도,이단(화살표있음),37.5051136,126.9412942,Y,Y,N,N,N,4,recommended,"보행등, 음향신호기",24-0000011416,24.7,,,2026-03-20,source_columns_swapped_and_normalized
06-0000055926,동작구,동작구 상도동 329-3도,일단(화살표없음),37.50579855,126.9412909,Y,Y,N,N,N,4,recommended,"보행등, 음향신호기",,,,,2026-03-20,source_columns_swapped_and_normalized
